
'cl2' , 'hocl', 'cl2o', 'cl_', 'cl3_', 'ocl_', 'br2', 'hobr', 'br2o', 'br_', 'br3_', 'obr_', 'brcl', 'br2cl_', 'brcl2_', 'brocl', 'hp', 'oh_', 'nap'
3.293627560146248e-16, 4.935971077851297e-09, 3.6789223595883923e-19, 0.0006929933574209841, 4.1084280905578556e-20, 1.6699740674969967e-09, 1.7497894584422457e-08, 3.231722391617295e-05, 6.59008474442759e-09, 3.2989073761406256e-05, 9.295576214886013e-12, 6.454461446936255e-07, 2.071506765694293e-11, 1.5763684754482913e-11, 5.455145978415103e-14, 5.535235645902017e-14, 1.0013907360530304e-07, 9.986111954075869e-08, 0.0006930000000100001
3.6139618921291616e-16, 5.169424000928701e-09, 4.0351941181540336e-19, 0.0007259930433968488, 4.722653143846644e-20, 1.7487916120193402e-09, 1.7499480098846506e-08, 3.231697441753729e-05, 6.5899166447693884e-09, 3.298938369500144e-05, 9.296498579782626e-12, 6.453803716922383e-07, 2.170324678563883e-11, 1.6515847251767288e-11, 5.987515439440321e-14, 5.79695748795954e-14, 1.0014878601428877e-07, 9.985143502960931e-08, 0.0007260000000100001
3.9491502883809143e-16, 5.402782071305473e-09, 4.40771438085116e-19, 0.0007589927295066386, 5.395329847374822e-20, 1.8275688929788155e-09, 1.7501162075502308e-08, 3.2316725189722685e-05, 6.589847972989283e-09, 3.298969339701559e-05, 9.297318578501128e-12, 6.453141668272191e-07, 2.2691913461938813e-11, 1.726821768788613e-11, 6.544696719114909e-14, 6.058595469466153e-14, 1.0015792899112435e-07, 9.984232003125948e-08, 0.00075900000001
4.297881681351913e-16, 5.63425340363086e-09, 4.79344285344871e-19, 0.0007919924181588529, 6.127002673853526e-20, 1.90568975767941e-09, 1.75028274553133e-08, 3.231647670050185e-05, 6.589657690254747e-09, 3.299000057174219e-05, 9.298359038183968e-12, 6.452500256603606e-07, 2.368056394881261e-11, 1.8020857863100417e-11, 7.126639338183782e-14, 6.31814303540432e-14, 1.0016849512372679e-07, 9.98317883047772e-08, 0.0007920000000100001
4.662456648592951e-16, 5.867198387154606e-09, 5.198053415813002e-19, 0.0008249921048477133, 6.923688150365468e-20, 1.9843006877519392e-09, 1.7503970354495497e-08, 3.2316229516830055e-05, 6.5895867269729804e-09, 3.299031023346684e-05, 9.299334176972104e-12, 6.451828997355532e-07, 2.4668982626744253e-11, 1.8772845075475893e-11, 7.73367277136174e-14, 6.579257717603714e-14, 1.0017708974198449e-07, 9.982322331139725e-08, 0.00082500000001
5.041925594001616e-16, 6.100055069146881e-09, 5.618798808519848e-19, 0.0008579917916984579, 7.786670883243031e-20, 2.0628364093819706e-09, 1.750559779550655e-08, 3.231598053731326e-05, 6.5896343478475626e-09, 3.2990619246931044e-05, 9.300077832439163e-12, 6.451170103208406e-07, 2.5657847096308196e-11, 1.9525505778206964e-11, 8.365180110713077e-14, 6.840427511997795e-14, 1.0018635998603132e-07, 9.981398666838749e-08, 0.0008580000000100001
5.435990519068371e-16, 6.332665217454466e-09, 6.055484307257177e-19, 0.0008909914788435585, 8.718190928530409e-20, 2.141323115592315e-09, 1.7507248987889804e-08, 3.231573239797593e-05, 6.5893199228637615e-09, 3.299092794046598e-05, 9.300988263945812e-12, 6.450512755142578e-07, 2.6647105456009694e-11, 2.027845957983964e-11, 9.022079834236211e-14, 7.101209205091885e-14, 1.0019571096227016e-07, 9.980467131737419e-08, 0.0008910000000100001
5.844857742099102e-16, 6.565192974125656e-09, 6.508420661676919e-19, 0.0009239911661448666, 9.721069611361679e-20, 2.2197356551878327e-09, 1.7508596884302945e-08, 3.231548383008347e-05, 6.589485660669925e-09, 3.2991236781767855e-05, 9.301448207715006e-12, 6.449854691375546e-07, 2.763635235977885e-11, 2.10312858880167e-11, 9.703314602244855e-14, 7.361927079179285e-14, 1.0020521984235255e-07, 9.979520044696732e-08, 0.00092400000001
6.266487870311107e-16, 6.795485427804729e-09, 6.972937728146391e-19, 0.0009569908564581891, 1.0794483046128523e-19, 2.2973704178653253e-09, 1.7510192779464455e-08, 3.231523734934403e-05, 6.589370155259574e-09, 3.299154236047697e-05, 9.302525272234904e-12, 6.44920901763518e-07, 2.8625938335437836e-11, 2.178436665719243e-11, 1.0409867989549143e-13, 7.619985620736954e-14, 1.0021494048431373e-07, 9.978552051892166e-08, 0.0009570000000100001
6.650584845934347e-16, 7.002596565402529e-09, 7.404515827277143e-19, 0.000989990567260258, 1.1851138820372628e-19, 2.3779399698378687e-09, 1.7430867131066698e-08, 3.2312210772223756e-05, 6.588123048009878e-09, 3.29919088033194e-05, 9.261077509560869e-12, 6.477401467775986e-07, 2.947845597157235e-11, 2.2433111718961158e-11, 1.1089396274902898e-13, 7.851533066124207e-14, 9.977026743329491e-08, 1.0023026155247973e-07, 0.00099000000001
