
'cl2' , 'hocl', 'cl2o', 'cl_', 'cl3_', 'ocl_', 'br2', 'hobr', 'br2o', 'br_', 'br3_', 'obr_', 'brcl', 'br2cl_', 'brcl2_', 'brocl', 'hp', 'oh_', 'nap'
1.139462103486245e-09, 2.876866601188663e-08, 4.345015613450668e-10, 6.214411829571507e-06, 7.278857959181247e-29, 3.1868680828395235e-05, 1.3258758753407394e-09, 6.946277235448465e-08, 4.3830948775205965e-07, 3.0248122647374504e-05, 9.078718720254322e-14, 1.8031343216280144e-06, 2.0781095734647657e-15, 1.0711381815782962e-14, 4.9074167844949226e-20, 7.140744312620047e-16, 2.278924398871311e-09, 4.388034989204876e-06, 6.765000001000001e-05
1.3619079354762472e-11, 4.1296637584366576e-10, 6.234429045838955e-12, 6.3418974324645e-06, 2.0520935077184676e-27, 3.177265975281148e-05, 3.9015760133865977e-10, 7.546043406138136e-08, 4.7615469615483754e-07, 3.0122698435173405e-05, 1.8261243228994216e-13, 1.8487410290321655e-06, 4.023129181879333e-15, 3.216644649451821e-15, 9.695419953281401e-20, 9.264314967522234e-18, 2.72381594048148e-11, 0.00036713200225387964, 6.765000001000001e-05
1.246418073179176e-09, 3.1469034567687814e-08, 4.752860159473004e-10, 6.430964684097214e-06, 9.364011030251171e-29, 3.164913329844999e-05, 1.4503288466781687e-09, 7.598288208782735e-08, 4.794513140977546e-07, 3.003133836517207e-05, 9.859699383667523e-14, 1.93086473294973e-06, 2.3666258417932713e-15, 1.2125176519453799e-14, 5.783485841074837e-20, 8.544152781673726e-16, 2.49283637536162e-09, 4.011494737013921e-06, 6.765000001000001e-05
1.4842367653999356e-11, 4.500437609328266e-10, 6.794105466984073e-12, 6.556856894836165e-06, 2.58825764742583e-27, 3.155766085011612e-05, 4.251834452603389e-10, 8.223465059133159e-08, 5.188999364540375e-07, 2.990770269238705e-05, 1.975855497670076e-13, 1.97140077282373e-06, 4.544242381863004e-15, 3.624243718395314e-15, 1.1322452982834218e-19, 1.1002258755278441e-17, 2.9684736132835805e-11, 0.00033687346773948545, 6.765000001000001e-05
6.693292060614602e-11, 2.6908599565651836e-09, 4.0640726480631376e-11, 6.6803827188650254e-06, 7.698336185892525e-25, 3.14317229638388e-05, 8.541998836422281e-10, 8.538375920484141e-08, 5.38771782555646e-07, 2.9783695389615915e-05, 3.7750934655238946e-13, 2.0516560537412236e-06, 8.859246836497099e-15, 7.418274602615134e-15, 2.248960122927801e-19, 5.154639834025685e-17, 1.3386584870115484e-10, 7.470165166863602e-05, 6.765000001000001e-05
1.407324353099165e-09, 3.5531507786199996e-08, 5.366427349106829e-10, 6.766973211462159e-06, 1.3350947531244327e-28, 3.1308619668338397e-05, 1.6375576163602786e-09, 8.579182532381242e-08, 5.41345641203378e-07, 2.9694981674764316e-05, 1.1007817307827284e-13, 2.1332474292069557e-06, 2.8363270880360837e-15, 1.4405641002971766e-14, 7.293457802825771e-20, 1.0892539337872614e-15, 2.8146489988510044e-09, 3.5528408707736552e-06, 6.765000001000001e-05
1.668258845214491e-11, 5.058137620627165e-10, 7.635915950102262e-12, 6.8912768746408644e-06, 3.587443834342521e-27, 3.122318167691723e-05, 4.778661730903388e-10, 9.242376027149997e-08, 5.831931129370558e-07, 2.9573228143479602e-05, 2.1958344235775565e-13, 2.1669924833005897e-06, 5.388783212958448e-15, 4.281068997910857e-15, 1.4111517278508866e-19, 1.389806598797935e-17, 3.33651779470875e-11, 0.0002997136720163339, 6.765000001000001e-05
1.5148638544463217e-09, 3.824660461166181e-08, 5.776496348737648e-10, 6.968668276653137e-06, 1.6280329105786991e-28, 3.110391370057876e-05, 1.7626893290599232e-09, 9.23474936070171e-08, 5.827118368291551e-07, 2.9493053919696972e-05, 1.1768377821610565e-13, 2.2456355457530803e-06, 3.161288553513092e-15, 1.5968740078071797e-14, 8.371401476198658e-20, 1.2620993187134606e-15, 3.0297280457695728e-09, 3.3006262769897976e-06, 6.765000001000001e-05
1.7912367373810492e-11, 5.430819597423008e-10, 8.198447090595616e-12, 7.091267019389548e-06, 4.414159598705574e-27, 3.102315199260122e-05, 5.13070942720937e-10, 9.923252647669956e-08, 6.26156356330023e-07, 2.937320153354184e-05, 2.341654967127837e-13, 2.2742120712030033e-06, 5.9676842557116795e-15, 4.72979739449237e-15, 1.608104360944662e-19, 1.6021828499005066e-17, 3.5824735950324676e-11, 0.00027913673987342737, 6.765000001000001e-05
8.023466696484246e-11, 3.2255314643533643e-09, 4.871580639991069e-11, 7.210988278029098e-06, 1.287217600005855e-24, 3.0900543294135306e-05, 1.0239322161506885e-09, 1.0234899001617238e-07, 6.458224491641204e-07, 2.9252906655448395e-05, 4.444565989680959e-13, 2.3510352318281784e-06, 1.1528282079899954e-14, 9.598692624751969e-15, 3.158959942604211e-19, 7.406660284983877e-17, 1.6046934466711767e-10, 6.231719847017693e-05, 6.765000001000001e-05
